companyId,unitId,imei,esn,manufacturer,unitType,version,isRMA,liveAgeDays,HDOPQuality,ExcessiveEvents,LowBattery,IgnitionOnEventsAbnormal,PowerDisconnect,LowSatellites,DailyOdometerExceeded,WirelessSignal,MaintenanceLimitExceeded,LateEvents,CommLost,DailyEngineHoursExceeded
25450,200066445,68B113620328,68B113620328,Geometris,"68 Series","68 Series",0,667,83.5813980102539,0,0,6.7556526249852675,0,0,0,0,0,0,0,0
20404,200129915,866016064355604,88U133610066,Geometris,"80 Series",88,0,164,70.80289875377308,871.5714285714286,0,0,1.6666666666666667,0,0,0,0,0,0,0
25968,200079170,015700000932234,015700000932234,Queclink,"GV Series",50MG,0,667,0,0,0,6.097085952758789,3.6666666666666665,0,0,0,0,0,0,0
25090,200057582,68B112980100,68B112980100,Geometris,"68 Series","68 Series",0,902,77.94414901733398,1744.5,0,0,0,0,0,0,0,0,0,0
24651,200051147,88B112220170,88B112220170,Geometris,"80 Series",88,0,667,0,0,0,6.040606902195857,1,0,0,0,0,12.903225898742676,0,0
1710,200066339,68B120210284,68B120210284,Geometris,"68 Series","68 Series",0,808,73.14287588629924,868.6904761904761,0,6.896551609039307,0,0,1201,0,0,10.91492748260498,0,0
24711,200124340,866626031168102,6B301T4K,VidFleet,VidFleet,4K,0,255,31.257699530465263,2564,0,0,1.25,0,16619.921875,0,0,0,0,0
27442,200121663,866626030877976,2B2CJHL3,VidFleet,VidFleet,360,0,292,45.56001224923641,2743.625,0,0,1,0,19130.15216064453,0,0,76.57185363769531,0,0
27482,200130705,862315066824755,88X140170423,Geometris,"80 Series",88,0,153,75.19180024344966,907.4444444444445,1,0,0,0,0,0,0,0,0,0
1155,200092164,868996067008078,68B122360451,Geometris,"68 Series","68 Series",0,647,68.95241419474284,0,0,6.607246120021029,0,0,0,0,0,0,0,0
25601,200132089,016100000525774,6B301GTM,VidFleet,VidFleet,4K,0,123,30.80122574515965,0,0,0,0,0,0,0,0,0,0,0
28991,200137912,863427061614682,88X141350489,Geometris,"80 Series",88,0,32,78.17489013671874,774.3333333333334,0,0,1.25,0,0,0,0,0,0,0
23344,200035607,88X103000063,88X103000063,Geometris,"80 Series",88,0,1313,83.1637717352973,794.53125,0,5.479452133178711,0,0,0,0,0,29.974075317382812,0,0
21541,200104090,862464061045543,88B121520127,Geometris,"80 Series",88,0,510,0,760.2222222222222,0,10.989694356918335,4.333333333333333,0,0,0,0,26.01718823115031,0,0
27664,200117663,867969065180455,88X131660060,Geometris,"80 Series",88,0,353,77.06118426115617,873.695652173913,0,0,1,0,0,0,0,0,0,0
27587,200115873,68X110540107,68X110540107,Geometris,"68 Series","68 Series",0,369,0,0,0,5.815569877624512,0,0,0,0,0,60.21505355834961,0,0
4429,200094881,357766090980967,4674506703,CalAmp,"32 - bit","2630 LTE",0,615,0,0,1.5,0,0,0,0,0,0,0,0,0
26242,200085837,88U122220462,88U122220462,Geometris,"80 Series",88,0,668,0,0,0,7.691171487172444,0,0,0,0,0,0,0,0
7507,200014959,87X191300048,87X191300048,Geometris,"80 Series","80 Series HSPA 3G",0,1557,0,0,0,5.947612921396892,0,0,0,0,0,0,0,0
29114,200139281,863427061612561,88X141500029,Geometris,"80 Series",88,0,11,76.21541595458984,809,0,0,2.75,0,0,0,0,0,0,0
660,200115479,862464061223652,68B123620217,Geometris,"68 Series","68 Series",0,375,0,0,0,6.903631823403495,0,0,0,0,0,0,0,0
28414,200130689,863427060900199,88X140120361,Geometris,"80 Series",88,0,153,89.61661529541016,0,0,0,0,0,0,0,0,0,0,0
25884,200089271,866626031287480,6B301TF6,VidFleet,VidFleet,4K,0,782,29.84865899988123,2917.4285714285716,0,0,0,0,0,0,0,0,0,0
26195,200089710,866626031172765,6B301SRB,VidFleet,VidFleet,4K,0,696,49.684674763097995,2840,0,0,1.25,0,0,0,0,0,0,0
5794,200075752,68B120690117,68B120690117,Geometris,"68 Series","68 Series",0,667,0,0,0,5.896228790283203,0,0,0,0,0,0,0,0
5917,200024503,356052108338188,4674818026,CalAmp,"32 - bit","2630 LTE",0,1215,93.14459609985352,0,2.8518518518518516,5.9198223650455475,0,0,0,0,0,0,0,0
6914,200026959,359636091119485,4674323473,CalAmp,"32 - bit","2630 LTE",0,1378,80,0,119,6.956521511077881,5,0,0,0,1.5,0,0,0
5717,200085754,88U122070290,88U122070290,Geometris,"80 Series",88,0,667,0,0,1,5.432955026626587,29,0,0,0,0,0,0,0
27961,200122954,866258043707808,96X111590053,Geometris,"80 Series","96-ATT Series",0,276,0,0,0,6.6772350668907166,0,0,0,0,0,0,0,0
23999,200095403,864133060941170,95X122830039,Geometris,"80 Series","95 Series USC",0,609,76.40523147583008,0,0,0,0,0,0,0,0,0,0,0
23646,200110516,867969061334551,88X130860343,Geometris,"80 Series",88,0,441,0,0,2,0,0,0,0,0,0,0,0,0
27502,200114806,862427060302280,88X131390251,Geometris,"80 Series",88,0,385,73.39982452392579,882,0,0,0,0,0,0,0,0,0,0
25343,200088184,,2B2CJHPN,VidFleet,VidFleet,360,0,916,69.33269445357784,0,0,0,0,0,0,0,0,0,0,0
25757,200074278,68B120810024,68B120810024,Geometris,"68 Series","68 Series",0,814,0,0,3,7.6010918183760205,0,0,0,0,0,0,0,0
22793,200029546,95X101470015,95X101470015,Geometris,"80 Series","80 Series HSPA 3G",0,1343,0,0,3,0,0,15.39613962173462,0,0,0,14.17322826385498,0,0
21092,200066172,96X113630025,96X113630025,Geometris,"80 Series","96 Series USC",0,667,0,0,0,0,1,0,0,0,0,0,0,0
5175,200106824,865640068083341,4675413737,CalAmp,"32 - bit","LMU2630 CAT_M",0,483,67.44919331868489,0,1.5,0,0,0,0,0,0,0,0,0
25980,200079868,88B120670113,88B120670113,Geometris,"80 Series",88,0,667,0,0,0,7.218559265136719,0,0,0,0,0,0,0,0
27003,200107624,016100000213603,6B3019LU,VidFleet,VidFleet,4K,0,474,28.152576086656104,0,0,6.994572639465332,0,0,44258.37109375,0,0,0,0,0
4339,200054974,88B112560082,88B112560082,Geometris,"80 Series",88,0,972,69.36587742396763,771.1666666666666,0,6.283641529083252,1,0,0,0,0,0,0,0
26836,200104364,868996067041541,68B123040252,Geometris,"68 Series","68 Series",0,508,77.86677256801673,931.9466666666667,2,7.954545497894287,1.3333333333333333,0,1310.299951171875,0,0,20.698947191238403,0,0
20130,200044599,96X111110043,96X111110043,Geometris,"80 Series","96-ATT Series",0,1097,0,0,0,5.666646242141724,1,0,0,0,0,0,0,0
24020,200043091,88X110900068,88X110900068,Geometris,"80 Series",88,0,1173,0,0,0,6.797235012054443,0,0,0,0,0,0,0,0
4371,200025884,356052109104431,4674850128,CalAmp,"32 - bit","2630 LTE",0,667,86.69218444824219,750,1.1428571428571428,0,0,0,0,0,0,0,0,0
3056,200029463,87X101880092,87X101880092,Geometris,"80 Series","80 Series HSPA 3G",0,667,0,871.9,0,0,1.6153846153846154,0,0,0,0,0,0,0
22882,200110305,016100000234294,6B3018MN,VidFleet,VidFleet,4K,0,445,49.34008572896322,0,0,0,1.7857142857142858,0,0,0,0,0,0,0
23502,200037646,88X103590177,88X103590177,Geometris,"80 Series",88,0,868,0,0,1,7.037771423657735,0,0,0,0,0,0,0,0
23770,200040311,88X110420052,88X110420052,Geometris,"80 Series",88,0,667,0,0,0,5.882352828979492,0,0,0,0,0,0,0,0
27432,200116877,88B121030240,88B121030240,Geometris,"80 Series",88,0,361,78.45253067016601,826,0,0,0,0,1348.800048828125,0,0,0,0,21573.732812245686
26985,200112126,862464061240318,88B121220500,Geometris,"80 Series",88,0,424,89.81385803222656,0,2,7.447467906134469,0,17.512973976135253,0,0,0,0,0,0
28606,200134592,016100000547257,6B301FZG,VidFleet,VidFleet,4K,0,81,21.834629259611432,0,0,0,1,0,0,0,0,0,0,0
7100,200065890,88B120190436,88B120190436,Geometris,"80 Series",88,0,667,90.69844583364633,789.5,0,6.671088218688965,0,0,0,0,0,12.593984603881836,0,0
27213,200111061,862427060172196,88X131070526,Geometris,"80 Series",88,0,434,80.38461303710938,0,0,11.260580825805665,0,0,0,0,0,0,0,0
24451,200102234,865640065104926,88U123210689,Geometris,"80 Series",88,0,536,0,0,0,15.107663333415985,0,0,0,0,0,0,0,0
28149,200126025,866626031183051,2B2DB3VA,VidFleet,VidFleet,360,0,228,27.209421157836914,2646.4736842105262,0,0,1.25,0,18216.600677490234,0,0,35.64013671875,0,0
22213,200023274,356052107502578,4674814781,CalAmp,"32 - bit","2630 LTE",0,667,0,2177.5,2096,0,0,0,0,0,0,0,0,0
4339,200028508,87X101630083,87X101630083,Geometris,"80 Series","80 Series HSPA 3G",0,667,0,0,0,6.756756782531738,0,0,0,0,0,0,0,0
27488,200131838,862785045454181,87X193120112,Geometris,"80 Series","80 Series HSPA 3G",0,129,82.72084732055664,784.4444444444445,0,0,0,0,0,0,0,0,0,0
5199,200060470,88B113340114,88B113340114,Geometris,"80 Series",88,0,937,0,0,0,5.984356641769409,0,0,0,0,0,0,0,0
5529,100202947,356961076181125,4674034386,CalAmp,"32 - bit","2630 LTE",0,667,101.19323539733887,1819,93.42105263157895,0,0,50.90813545682537,0,0,0,0,0,0
25083,200058655,68B113070024,68B113070024,Geometris,"68 Series","68 Series",0,850,76.14774703979492,0,0,7.063197135925293,4,0,0,0,0,0,0,0
27307,200112260,862427060177641,88X131080188,Geometris,"80 Series",88,0,423,76.01447626062341,950.6511627906976,0,6.374502182006836,1.46,0,0,0,0,0,0,0
24322,200047012,96X111380031,96X111380031,Geometris,"80 Series","96-ATT Series",0,667,0,0,0,5.970348199208577,0,0,0,0,0,0,0,0
26453,200093701,862255067094455,88U122580204,Geometris,"80 Series",88,0,626,0,0,0,7.064818081102874,0,0,0,0,0,0,0,0
28681,200134159,863427061663747,88X140500004,Geometris,"80 Series",88,0,89,81.31585693359375,744,0,0,0,16.612377166748047,0,0,0,44.951141357421875,0,0
27944,200122640,866258045764757,96X111800124,Geometris,"80 Series","96-ATT Series",0,279,78.06419525146484,0,1,8.258378823598227,24.4,0,0,0,0,0,0,0
1865,200113627,016100000248872,6B301839,VidFleet,VidFleet,4K,0,404,52.78985326940363,0,0,0,1.3333333333333333,0,0,0,0,0,0,0
27902,200124036,864919057821338,4675207784,CalAmp,"32 - bit","2630 LTE",0,259,64.97743439674377,745,1.3636363636363635,6.224396228790283,0,0,0,0,0,66.39776229858398,0,0
25224,200046911,96X111190120,96X111190120,Geometris,"80 Series","96-ATT Series",0,667,0,0,0,6.438930573670761,1,0,0,0,0,25.54890251159668,0,0
25844,200078676,88B120600247,88B120600247,Geometris,"80 Series",88,0,667,0,0,0,5.460053117651689,1,0,0,0,0,0,0,0
25682,200073024,88B120550193,88B120550193,Geometris,"80 Series",88,0,769,0,0,1,7.3375892241795855,4,19.047618865966797,0,0,0,0,0,0
27488,200120255,868963044534717,88X110320136,Geometris,"80 Series",88,0,312,76.18231977265457,1053.5409836065573,0,0,1.5,0,0,0,0,0,0,0
20856,200055631,88B112360389,88B112360389,Geometris,"80 Series",88,0,732,0,0,0,6.180327529907227,13.8,0,0,0,0,0,0,0
5251,200063369,88X113550062,88X113550062,Geometris,"80 Series",88,0,910,74.61531879590905,851.12,0,0,0,0,0,0,0,16.843502044677734,0,0
4156,200082621,68B121170282,68B121170282,Geometris,"68 Series","68 Series",0,667,0,0,0,5.23193359375,0,0,0,0,0,0,0,0
4339,200062989,88X113560258,88X113560258,Geometris,"80 Series",88,0,893,71.0088612483098,810.7179487179487,0,0,0,0,0,0,0,0,0,0
26784,200103224,865640063717711,88U122940554,Geometris,"80 Series",88,0,521,0,0,1,0,1.6153846153846154,0,0,0,0,0,0,0
23693,200039565,88X110350086,88X110350086,Geometris,"80 Series",88,0,667,0,917,0,0,0,0,0,0,0,0,0,0
21803,200076853,865640068165924,4675372487,CalAmp,"32 - bit","LMU2630 CAT_M",0,707,80.47700500488281,0,7.285714285714286,0,43.2,0,0,0,2,12.33933162689209,0,0
27421,200113844,862427060347020,88X131230268,Geometris,"80 Series",88,0,402,0,0,0,7.109152453286307,0,0,0,0,0,0,0,0
26886,200105267,865640065113240,88U123480084,Geometris,"80 Series",88,0,496,0,0,0,8.822920870780944,0,0,0,0,0,0,0,0
25090,200057223,68B112430083,68B112430083,Geometris,"68 Series","68 Series",0,910,0,0,1,0,0,0,0,0,0,0,0,0
26176,200095991,866258044933122,96X120480005,Geometris,"80 Series","96-ATT Series",0,606,0,0,0,5.782312870025635,0,0,0,0,0,0,0,0
28066,200124821,862427061093128,88X132190085,Geometris,"80 Series",88,0,245,79.4269790649414,0,0,0,0,0,0,0,0,0,0,0
28552,200132324,862407063685832,88U140330028,Geometris,"80 Series",88,0,118,79.36742598010647,788.0769230769231,0,0,0,0,0,0,0,0,0,0
25939,200130281,867969064858069,88X140120095,Geometris,"80 Series",88,0,159,84.17754327683221,0,0,0,0,0,0,0,0,0,0,0
28114,200125147,862427061062685,88X132190048,Geometris,"80 Series",88,0,237,0,0,0,7.122585117816925,0,0,0,0,0,0,0,0
21558,200084627,356052108703167,4674815749,CalAmp,"32 - bit","2630 LTE",0,667,105.15171178181966,0,1,0,0,100,0,0,0,0,0,0
24987,200101709,865640065086198,88U123210451,Geometris,"80 Series",88,0,542,0,0,0,7.836411253611247,1.2727272727272727,0,0,0,0,0,0,0
27458,200119753,016100000304089,6B301BET,VidFleet,VidFleet,4K,0,320,43.95458723151165,0,0,5.340573310852051,1.2173913043478262,0,6362.65673828125,0,0,0,0,0
4437,200092250,016100000005785,6B301JPC,VidFleet,VidFleet,4K,0,644,27.922161890112836,0,0,7.522681474685669,0,0,0,0,0,0,0,0
24316,200046962,96X111380042,96X111380042,Geometris,"80 Series","96-ATT Series",0,1109,0,0,0,5.3688541650772095,1,0,0,0,0,0,0,0
25619,200082657,88B121440389,88B121440389,Geometris,"80 Series",88,0,667,0,874.6666666666666,0,8.37140245437622,0,0,0,0,0,0,0,0
4339,200011998,87X191000038,87X191000038,Geometris,"80 Series","80 Series HSPA 3G",0,1712,0,0,0,5.1587300300598145,0,0,0,0,0,0,0,0
26855,200105340,865640065122217,88U130300025,Geometris,"80 Series",88,0,496,0,890.3461538461538,0,12.4124063650767,1,0,0,0,0,35.578948974609375,0,0
27686,200117930,016100000293258,6B301A49,VidFleet,VidFleet,4K,0,347,55.75372963859921,2836.6666666666665,0,7.9118874073028564,1,0,24506.19562988281,0,0,0,0,0
25083,200058668,68B113070146,68B113070146,Geometris,"68 Series","68 Series",0,667,71.86988067626953,2325.25,0,5.65371036529541,0,0,0,0,0,0,0,0
26478,200094756,016100000000372,6B301KJT,VidFleet,VidFleet,4K,0,616,20.33333396911621,0,0,0,0,0,0,0,0,0,0,0
4339,200014420,87X191190102,87X191190102,Geometris,"80 Series","80 Series HSPA 3G",0,1750,77.29263243128042,802.7611940298508,2,0,1,0,0,0,0,0,0,0
24281,200048308,96X111740052,96X111740052,Geometris,"80 Series","96-ATT Series",0,1077,0,0,0,9.453575929005941,0,0,0,0,0,0,0,0
28468,200131373,88B120270422,88B120270422,Geometris,"80 Series",88,0,143,82.05675682654747,0,0,0,0,0,0,0,0,0,0,0
6547,200080928,88B121590506,88B121590506,Geometris,"80 Series",88,0,667,0,0,0,6.188061904907227,1,0,0,0,0,0,0,0
21940,200077082,68B121250067,68B121250067,Geometris,"68 Series","68 Series",0,667,0,0,0,5.553785920143127,0,0,0,0,0,0,0,0
3280,200030354,87X102090009,87X102090009,Geometris,"80 Series","80 Series HSPA 3G",0,1343,0,1083.3255813953488,0,0,0,0,0,0,0,43.07567850748698,0,0
22318,200024605,357766099176724,4674555676,CalAmp,"32 - bit","LMU 2630 LTE USC",0,1214,105.50310516357422,805,8.461538461538462,6.184669017791748,3.4166666666666665,0,0,0,0,0,0,0
21882,200074535,95X120600104,95X120600104,Geometris,"80 Series","95 Series USC",0,782,0,0,1,0,1,0,0,0,0,0,0,0
23783,200089134,866626031168201,6B301TJH,VidFleet,VidFleet,4K,0,808,51.657601321185076,0,0,0,2,0,0,0,0,0,0,0
3008,200091234,015700000958213,015700000958213,Queclink,"GV Series",50MG,0,658,0,871.6865671641791,0,0,0,0,0,0,0,35.89958508809408,0,0
24164,200044834,96X111110159,96X111110159,Geometris,"80 Series","96-ATT Series",0,1151,0,0,0,6.118863242013114,0,0,0,0,0,0,0,0
25496,200069009,357766094787889,4674371561,CalAmp,"32 - bit","2630 LTE",0,667,0,0,1.1515151515151516,5.961704060435295,0,0,0,0,0,0,0,0
27808,200120056,88U122940510,88U122940510,Geometris,"80 Series",88,0,314,74.2962760925293,0,0,6.103175411224365,0,0,0,0,0,0,0,0
25090,200057125,68B112430115,68B112430115,Geometris,"68 Series","68 Series",0,936,67.37028350830079,2689.6,0,0,1,0,0,0,0,0,0,0
4437,200098831,867198050027048,87X102020071,Geometris,"80 Series","80 Series HSPA 3G",0,577,0,798.25,2,5.687435865402222,1.5,0,0,0,0,13.1578950881958,0,0
24928,200087722,,2B2CJHMP,VidFleet,VidFleet,360,0,1004,52.171910349528,0,0,0,2.857142857142857,0,2536.2008056640625,0,0,0,0,0
27600,200116329,016100000295527,6B301ATN,VidFleet,VidFleet,4K,0,368,42.903260231018066,0,0,0,1,0,0,0,0,0,0,0
23770,200040331,88X110420086,88X110420086,Geometris,"80 Series",88,0,1140,0,0,0,6.060606002807617,0,0,0,0,0,0,0,0
23816,200074716,88B120890260,88B120890260,Geometris,"80 Series",88,0,775,0,0,0,0,0,0,0,0,0,12.732461547851562,0,0
28276,200098439,860111054769959,88B112870123,Geometris,"80 Series",88,0,580,69.83865227637352,873.4615384615385,0,0,1.6363636363636365,0,0,0,0,0,0,0
26237,200085655,95X121090164,95X121090164,Geometris,"80 Series","95 Series USC",0,667,75.48089599609375,0,0,0,0,0,0,0,0,0,0,0
26472,200103438,016100000226191,6B301981,VidFleet,VidFleet,4K,0,518,25.052897135416668,0,0,15,0,0,0,0,0,0,0,0
28552,200132301,866016064348765,88U140330075,Geometris,"80 Series",88,0,118,81.10187085469563,798,0,0,0,0,0,0,0,0,0,0
1054,200065491,88B120200025,88B120200025,Geometris,"80 Series",88,0,667,0,0,0,6.458585262298584,0,0,0,0,0,0,0,0
28815,200135867,863427061624863,88X140660330,Geometris,"80 Series",88,0,62,74.85716705322265,0,0,0,0,0,0,0,0,0,0,0
24876,200137071,016100000589564,6B3013J4,VidFleet,VidFleet,4K,0,42,24.389671325683594,0,0,0,0,0,0,0,0,0,0,0
28054,200124064,87X101760008,87X101760008,Geometris,"80 Series","80 Series HSPA 3G",0,258,0,0,1,6.993007183074951,2,0,0,0,0,0,0,0
24876,200119652,016100000274068,6B301AFZ,VidFleet,VidFleet,4K,0,321,33.60771725052282,0,0,0,1,0,0,0,0,0,0,0
3609,200100342,016100000200766,6B3017D8,VidFleet,VidFleet,4K,0,557,51.39184325081961,0,0,12.017857074737549,0,0,0,0,0,45.68421173095703,0,0
28578,200132541,862407063703791,88U140650128,Geometris,"80 Series",88,0,115,75.66715049743652,0,0,0,0,0,0,0,0,0,0,0
23359,200035762,68X103180134,68X103180134,Geometris,"68 Series","68 Series",0,1215,0,0,0,7.831325531005859,0,0,0,0,0,0,0,0
